type,longitude,latitude,NDVI,NDBI,BSI,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,distriver1,distriver2,bulk_density,slope,tri,ph,soc,clay,cec,lidar_elevation_value,label
earthwork,-66.943,-10.1057,0.36469603,-0.11721335,-0.0917123732143333,26.02083397,10.4416666,71.5182724,73.28207397,32.79999924,18.20000076,14.59999847,26.23333359,25.04999924,26.73333359,24.98333359,1792,258,24,57.62260437,751,106,453,156,712479.9934,673979.0497,135.0,0.5796620845794678,3.247030932489214,45.0,66.0,31.6,14.0,172.0,1
earthwork,-67.748,-9.8194,0.4179132,-0.085048564,-0.0643644011324962,25.07500076,10.64999962,71.0,85.21363068,31.89999962,16.89999962,15.0,25.5,23.88333321,25.76666641,23.83333397,1702,218,54,42.04393387,643,201,503,217,649243.5929,629552.1654,136.0,0.4199287891387939,3.965904066127812,50.0,112.0,29.4,13.9,204.0,1
earthwork,-67.729,-10.3088,0.40599316,-0.11075708,-0.0819136287764657,25.32083321,10.47499943,70.30202484,83.35189056,32.09999847,17.20000076,14.89999771,25.71666718,24.16666603,26.03333282,24.11666679,1658,216,51,43.20929337,628,193,497,195,701389.2452,593491.8075,131.0,2.004944324493408,8.524474568362947,47.0,139.0,23.064,14.898,198.0,1
earthwork,-67.515,-9.7141,0.44539163,-0.10166641,-0.0811845393162847,25.34583282,10.3083334,72.08625031,78.69555664,31.89999962,17.60000038,14.29999924,25.73333359,24.23333359,26.0,24.21666718,1778,254,37,52.64235687,732,144,432,187,647358.8151,655904.5728,132.0,0.937990427017212,3.6345393852878303,47.0,80.0,26.9,11.8,181.0,1
earthwork,-67.33,-10.1045,0.46713758,-0.12466686,-0.0800569886932007,25.64999962,10.4333334,70.97505188,79.1144104,32.40000153,17.70000076,14.70000076,25.96666718,24.58333397,26.35000038,24.5,1723,236,37,50.09036636,690,152,432,183,695260.195,641347.3409,133.0,1.0076475143432615,3.858612300930075,48.0,95.0,32.2,15.3,184.0,1
earthwork,-67.209,-10.1729,0.42810047,-0.11350807,-0.079032173776717,25.79999924,10.43333244,70.97505951,76.66338348,32.59999847,17.89999962,14.69999886,26.08333206,24.76666641,26.5,24.70000076,1742,241,34,52.32406235,707,140,440,172,707397.2934,646590.0271,132.0,1.2656831741333008,3.852207960746697,48.0,66.0,28.8,12.5,205.0,1
earthwork,-66.991,-10.1497,0.4503193,-0.11353813,-0.0617095515334908,25.98749924,10.42500019,71.89655304,72.99204254,32.70000076,18.20000076,14.5,26.21666718,25.01666641,26.68333244,24.95000076,1797,255,27,55.82978058,743,117,457,161,714694.7218,666800.4085,135.0,1.002604842185974,4.396968652757639,45.0,79.0,29.2,12.1,203.0,1
earthwork,-66.863,-9.9215,0.393962,-0.06510982,-0.0549873661412585,25.75833321,10.41666603,72.33796692,70.15675354,32.5,18.10000038,14.39999962,25.96666718,24.83333397,26.45000076,24.76666641,1826,269,20,59.88362122,780,93,459,154,697872.5802,693660.808,131.0,2.3301749229431152,7.519521918083741,44.0,93.0,35.5,12.0,150.0,1
earthwork,-67.381,-9.6447,0.45189026,-0.11818086,-0.0780131301870432,25.34583282,10.5583334,72.31735992,78.05764008,32.09999847,17.5,14.59999847,25.68333435,24.26666641,26.03333282,24.21666718,1843,277,28,56.9923172,783,121,440,183,645927.0212,671811.0872,133.0,1.823306441307068,5.833068777069886,44.0,106.0,30.4,11.6,165.0,1
earthwork,-67.673,-9.9155,0.4764028,-0.18380944,-0.1422771758830399,25.39166641,10.28333282,69.95465088,83.55274963,32.09999847,17.39999962,14.69999886,25.79999924,24.21666718,26.06666565,24.18333244,1665,211,55,40.7695694,624,206,488,215,662089.8055,627831.0715,136.0,0.4199670553207397,1.4907119849998598,48.0,129.0,28.3,16.1,175.0,1
earthwork,-67.392,-9.6678,0.4689186,-0.18078537,-0.1565142474233383,25.35416603,10.54166603,72.20320129,78.83985901,32.09999847,17.5,14.59999847,25.70000076,24.26666641,26.04999924,24.21666718,1822,272,29,56.48571777,773,124,436,182,647811.3723,669152.5643,131.0,2.6772725582122803,9.49593805298737,45.0,79.0,32.6,12.0,202.0,1
earthwork,-67.348,-10.2593,0.47279996,-0.12780899,-0.0899400933661918,25.76250076,10.42500019,70.43919373,80.626091,32.59999847,17.79999924,14.79999924,26.04999924,24.68333435,26.5,24.60000038,1714,230,39,49.49544525,680,155,435,179,710550.5022,628723.6308,133.0,1.2282758951187134,7.969076034240537,45.0,78.0,22.8,14.1,186.0,1
earthwork,-66.844,-9.8498,0.27290776,-0.12399737,-0.0854139984419768,25.92083359,10.65833282,72.01576233,70.306427,32.90000153,18.10000038,14.80000114,26.11666679,25.01666641,26.63333321,24.91666603,1856,273,18,59.86087418,790,90,471,155,691684.8497,700346.2854,129.0,3.641726493835449,12.516655570345725,44.0,89.0,28.7,12.3,168.0,1
earthwork,-67.351,-9.6043,0.41079056,-0.09847302,-0.0675908266269712,25.46666718,10.78333378,71.88887787,78.08310699,32.40000153,17.39999962,15.00000191,25.79999924,24.39999962,26.16666794,24.33333397,1886,286,27,58.01813126,808,117,447,184,643184.5223,677191.5514,132.0,0.3713106215000152,4.931631338038109,44.0,92.0,31.479848,12.980048,189.0,1
earthwork,-67.124,-10.0008,0.3729544,-0.039599225,-0.0111069733857382,25.625,10.63333321,71.36465454,74.14665222,32.5,17.60000038,14.89999962,25.89999962,24.63333321,26.29999924,24.54999924,1800,255,30,54.60702133,744,126,450,173,693568.5931,666017.6127,134.0,3.523101329803467,12.641300136291571,47.0,99.0,26.2,16.1,135.0,1
earthwork,-66.937,-9.7707,0.42270693,-0.043453664,-0.0438577341577062,25.82500076,10.63333321,72.33560181,71.1113205,32.70000076,18.0,14.70000076,26.04999924,24.89999962,26.51666641,24.79999924,1865,277,20,59.52088928,796,96,469,159,679228.0531,698247.9422,131.0,1.0022025108337402,4.245549594342802,43.0,121.0,24.1,19.2,210.0,1
earthwork,-67.185,-10.0169,0.44519344,-0.10140524,-0.0723204486967369,25.66250038,10.50833321,71.0022583,75.74252319,32.5,17.70000076,14.79999924,25.93333435,24.64999962,26.35000038,24.56666756,1775,250,30,53.68960953,729,131,442,176,692509.7341,659782.1145,136.0,1.981999754905701,12.812994946778584,46.0,108.0,22.6,11.9,211.0,1
earthwork,-67.207,-10.1282,0.38250354,-0.08942624,-0.0420938011948322,25.78333282,10.44999981,70.60810852,77.32263947,32.59999847,17.79999924,14.79999924,26.06666565,24.75,26.5,24.66666603,1756,244,33,52.4423027,714,140,441,175,702771.8081,649913.5227,138.0,2.1155900955200195,7.272474743090476,45.0,79.0,24.517,14.231,220.0,1
earthwork,-67.209,-10.1273,0.37381563,-0.06305981,-0.0367596671561429,25.80416679,10.42500019,70.91837311,75.72255707,32.59999847,17.89999962,14.69999886,26.08333397,24.78333282,26.5,24.71666718,1757,243,34,51.8478241,712,143,443,178,702755.8453,649885.0028,135.0,0.2600652873516083,3.6951753662922258,45.0,87.0,23.929,14.147,187.0,1
earthwork,-66.86,-9.8911,0.47981957,-0.21991166,-0.1667776493695791,25.82083321,10.54166603,72.20319366,70.11221313,32.70000076,18.10000038,14.60000038,26.01666641,24.89999962,26.53333282,24.83333397,1846,271,19,59.49069595,785,94,467,156,694991.1714,696173.5013,130.0,0.6607707738876343,5.20920363099185,43.0,114.0,29.08,17.01,168.0,1
earthwork,-66.857,-9.8895,0.3535702,-0.1509019,-0.117750439367311,25.78750038,10.52499962,72.58621216,71.06736755,32.59999847,18.10000038,14.49999809,26.0,24.86666679,26.48333359,24.76666641,1833,271,18,60.26527023,784,90,462,153,694987.1248,696305.6746,131.0,0.9910978674888612,3.593547028621784,44.0,103.0,29.296,17.622,202.0,1
earthwork,-67.165,-10.0171,0.4178388,-0.09513811,-0.0538485820448418,25.59583282,10.52499962,71.59863281,75.27096558,32.40000153,17.70000076,14.70000076,25.85000038,24.60000038,26.31666756,24.51666641,1789,253,31,53.77145004,736,132,445,178,693379.5428,661552.0323,135.0,0.1159362122416496,2.1998877636916445,45.0,100.0,24.0184,13.64904,216.0,1
earthwork,-66.943,-9.8637,0.32525805,-0.11582174,-0.0748836624323985,25.94166565,10.60000038,72.10884857,72.1372757,32.79999924,18.10000038,14.69999886,26.18333435,25.0,26.63333321,24.89999962,1840,272,22,58.85692215,784,101,461,162,688214.4582,691027.5076,128.0,1.3340277671813965,3.2317865716108862,43.0,67.0,28.5,12.3,184.0,1
earthwork,-67.665,-9.7031,0.3927601,-0.116262734,-0.0804185914961817,25.18333244,10.69999981,71.81208038,80.63196564,32.0,17.10000038,14.89999962,25.56666756,24.04999924,25.85000038,24.01666641,1769,240,46,47.61688995,700,175,435,206,640136.4742,645172.8245,132.0,2.905446529388428,10.931887889999004,49.0,135.0,27.58,15.58,152.0,1
earthwork,-67.417,-9.8824,0.41619235,-0.112814896,-0.0903707359200543,25.51666641,10.6833334,71.22221375,80.03788757,32.40000153,17.39999962,15.00000191,25.85000038,24.43333435,26.21666718,24.35000038,1767,246,40,49.54231644,710,161,436,194,668725.6102,650704.2622,135.0,1.5920718908309937,7.217947452849551,46.0,86.0,29.0,11.6,174.0,1
earthwork,-67.094,-9.8134,0.33635712,-0.08901495,-0.0642887036023564,25.71666718,10.59999943,71.62162018,74.2334671,32.59999847,17.79999924,14.79999924,25.98333359,24.71666718,26.41666603,24.64999962,1838,273,24,58.02667618,782,108,452,168,675990.0143,682142.6192,133.0,0.1651803702116012,3.1544599036842005,43.0,79.0,30.4,11.8,151.0,1
earthwork,-67.062,-10.0605,0.3384434,-0.11676875,-0.0642931601315052,25.79166603,10.63333321,71.36464691,73.94203186,32.70000076,17.79999924,14.90000153,26.01666641,24.81666756,26.5,24.73333359,1805,256,28,55.01704788,745,122,453,171,702513.5096,667037.2769,134.0,2.156052350997925,6.928203230275509,46.0,102.0,27.2,14.45,177.0,1
earthwork,-67.091,-10.1297,0.41527003,-0.08767701,-0.067327039158025,25.875,10.48333359,71.31519318,75.18160248,32.70000076,18.0,14.70000076,26.11666679,24.88333321,26.60000038,24.79999924,1775,250,28,54.66345215,731,123,447,168,708143.5136,659644.0919,133.0,1.1566771268844604,3.2317865716108862,46.0,74.0,29.7,13.1,186.0,1
earthwork,-66.984,-9.9156,0.4121295,-0.13061097,-0.0969850297068676,25.92916679,10.60833359,71.67793274,72.90897369,32.79999924,18.0,14.79999924,26.16666603,24.96666718,26.63333321,24.88333321,1827,267,23,57.85040283,771,107,457,163,691447.2907,683866.8305,132.0,2.0670738220214844,5.656854249492381,44.0,72.0,26.8,10.9,207.0,1
earthwork,-67.135,-10.0198,0.46327442,-0.26452762,-0.2101017723750142,25.64583397,10.60833359,71.67793274,75.24078369,32.5,17.70000076,14.79999924,25.89999962,24.64999962,26.36666679,24.56666756,1794,255,30,54.22624207,739,128,449,175,695008.3844,663745.3055,132.0,1.626935958862305,6.5903033894829655,46.0,90.0,28.5,16.0,215.0,1
earthwork,-67.048,-10.1508,0.4477448,-0.1164106,-0.0908376963350786,25.85416603,10.49166679,71.37187958,73.89975739,32.70000076,18.0,14.70000076,26.10000038,24.88333321,26.56666565,24.79999924,1780,252,27,55.56776428,735,119,449,164,712031.0145,662063.177,134.0,0.4851623475551605,5.159194118330691,45.0,92.0,26.071312,13.656832,189.0,1
earthwork,-67.232,-9.8553,0.44431722,-0.094928,-0.0578227776676561,25.63750076,10.45833397,71.63240814,76.16148376,32.40000153,17.79999924,14.60000229,25.95000076,24.60000038,26.31666756,24.53333282,1804,261,29,55.00902176,752,126,445,177,673954.9839,667717.5438,132.0,0.4223523736000061,3.2241373618994245,45.0,78.0,32.1,12.0,155.0,1
earthwork,-67.307,-10.0939,0.43501404,-0.06993504,-0.0542977359246644,25.51666641,10.38333321,71.11872101,76.01831818,32.20000076,17.60000038,14.60000038,25.83333397,24.48333359,26.18333244,24.41666794,1736,238,37,50.43724823,697,152,435,183,694827.4228,644011.5731,132.0,0.3305018544197082,3.562493231529603,47.0,127.0,28.906,13.789,138.0,1
earthwork,-67.163,-10.0158,0.45122054,-0.10358571,-0.0544573737668679,25.61250114,10.50833321,71.48526001,76.13160706,32.40000153,17.70000076,14.70000076,25.89999962,24.60000038,26.33333397,24.51666641,1790,254,31,53.75464249,736,132,446,179,693373.069,661583.2089,135.0,0.1159362122416496,2.1998877636916445,45.0,100.0,23.21344,13.836864,202.0,1
earthwork,-67.158,-9.7454,0.43588778,-0.0706351,-0.0592354948248942,25.77499962,10.60000038,72.10884857,74.60502625,32.59999847,17.89999962,14.69999886,26.04999924,24.76666641,26.46666718,24.70000076,1859,277,24,57.89680099,790,108,459,170,666354.6964,682274.862,134.0,0.3303232491016388,1.949992086087046,44.0,76.0,31.9,12.7,152.0,1
earthwork,-67.221,-9.7818,0.42195442,-0.06842726,-0.0723207994362949,25.6875,10.50833321,71.9748764,76.45928955,32.40000153,17.79999924,14.60000229,26.0,24.63333321,26.36666679,24.58333397,1826,270,27,56.97343826,772,117,443,175,667072.1833,674044.183,135.0,2.0351667404174805,6.843939375304272,45.0,71.0,26.25904,11.055744,226.0,1
earthwork,-67.254,-9.8132,0.42963377,-0.12591508,-0.0954763811048839,25.64999962,10.48333359,71.80364227,76.45558167,32.40000153,17.79999924,14.60000229,25.96666718,24.60000038,26.33333397,24.54999924,1809,265,28,55.46899414,758,124,442,177,668691.3744,669088.445,134.0,1.7309945821762085,5.57773351022717,45.0,81.0,27.6,13.8,204.0,1
earthwork,-67.19,-9.991,0.41705245,-0.10526316,-0.0719634565218439,25.52499962,10.39999962,71.72413635,76.02330017,32.20000076,17.70000076,14.5,25.81666565,24.5,26.21666718,24.43333435,1766,253,30,54.53417969,732,128,437,173,689573.2666,661264.0938,133.0,1.4184712171554563,7.785710240602202,48.0,132.0,30.4,15.9,209.0,1
earthwork,-67.374,-10.1001,0.42864552,-0.07693887,-0.0347543984565473,25.60833359,10.51666641,71.0585556,79.93843079,32.40000153,17.60000038,14.80000114,25.91666794,24.53333282,26.31666756,24.45000076,1714,232,40,48.98767471,682,158,432,187,692844.05,638235.4555,133.0,0.4710359871387481,2.449489742783178,46.0,107.0,28.750744,12.601488,208.0,1
earthwork,-67.142,-10.0145,0.3964981,-0.15015401,-0.0933656286591387,25.60416603,10.57500076,71.93877411,74.57326508,32.40000153,17.70000076,14.70000076,25.86666679,24.60000038,26.28333282,24.53333282,1806,255,31,53.59113693,741,132,451,180,694547.3623,663626.9535,133.0,1.527945637702942,5.300826863056114,46.0,109.0,26.502,15.676,170.0,1
earthwork,-67.198,-10.0845,0.426874,-0.1185382,-0.0742667657652506,25.70416641,10.40833378,70.80498505,75.75253296,32.5,17.79999924,14.70000076,25.98333359,24.68333435,26.39999962,24.61666679,1765,246,33,52.6403389,718,136,443,178,698836.9094,653818.7242,135.0,1.296642184257507,5.314782552489781,45.0,83.0,28.5,12.1,191.0,1
earthwork,-67.153,-10.1976,0.3998037,-0.09349208,-0.0719020286926406,25.66250038,10.49166679,70.88964081,75.44186401,32.5,17.70000076,14.79999924,25.89999962,24.66666794,26.38333321,24.58333397,1755,245,32,53.18530273,715,135,441,170,712345.4318,649607.4462,133.0,2.533526659011841,4.049081590730888,46.0,94.0,27.5,13.4,203.0,1
earthwork,-67.446,-9.8801,0.42211127,-0.07446307,-0.0460679385760818,25.45416641,10.6916666,70.80573273,80.9730072,32.40000153,17.29999924,15.10000229,25.81666565,24.35000038,26.16666794,24.26666641,1764,243,41,48.5008316,703,165,436,200,667345.6113,648581.5342,136.0,1.851173996925354,9.298878201292457,47.0,81.0,29.95,12.45,179.0,1
earthwork,-66.95,-9.7833,0.3490343,-0.07967751,-0.0613072605468043,25.80416679,10.67500019,72.61904144,72.06241608,32.70000076,18.0,14.70000076,26.03333282,24.86666679,26.51666641,24.76666641,1872,277,20,59.12130737,797,98,471,161,680011.7067,696177.7068,131.0,2.598686456680298,8.858280634664496,44.0,134.0,26.174,20.6506,169.0,1
earthwork,-67.0,-9.9645,0.3168759,-0.07671748,-0.0363895022111787,25.79166603,10.73333359,71.55555725,73.38670349,32.79999924,17.79999924,15.0,26.03333282,24.83333206,26.5,24.73333359,1824,264,25,56.95316696,765,111,459,165,695602.0196,679029.0363,134.0,1.0782183408737185,5.1949643233602885,44.0,132.0,26.3,20.6,149.0,1
earthwork,-67.349,-9.8452,0.40666667,-0.12188458,-0.0907555091798961,25.63750076,10.65833282,71.53244019,77.25766754,32.5,17.60000038,14.89999962,25.96666718,24.58333397,26.31666565,24.51666641,1789,254,35,52.29199219,733,144,439,189,667830.7168,659019.7227,134.0,1.3591299057006836,5.342584568964892,47.0,96.0,28.6,13.9,199.0,1
earthwork,-67.326,-10.2495,0.38698387,-0.10790602,-0.0679081358333404,25.79999924,10.41666603,70.38288879,79.914711,32.59999847,17.79999924,14.79999924,26.13333321,24.71666718,26.51666641,24.64999962,1721,232,40,49.42412186,683,157,437,181,710385.1188,631275.8168,133.0,2.0892512798309326,9.708084959467884,49.0,82.0,21.5,14.9,185.0,1
earthwork,-67.272,-9.6234,0.34862384,-0.044119656,-0.0309128818783428,25.62083244,10.9416666,72.46137238,75.57230377,32.59999847,17.5,15.09999847,25.91666603,24.60000038,26.29999924,24.51666641,1901,290,25,58.73670959,818,113,451,179,648598.1671,682064.2456,134.0,0.2351807951927185,3.1622776601683795,45.0,90.0,28.9,13.5,210.0,1
earthwork,-67.603,-10.084,0.37364107,-0.048079997,-0.0168645446886887,25.32916641,10.40833282,70.32657623,83.29733276,32.09999847,17.29999924,14.79999924,25.71666718,24.18333435,26.01666641,24.11666679,1655,211,51,42.32813263,627,195,490,207,682339.9039,620508.5765,136.0,0.9568355679512024,6.618343383038186,45.0,135.0,28.7,14.5,186.0,1
earthwork,-67.215,-10.2444,0.45817095,-0.15779223,-0.1068127441720293,25.93333435,10.38333321,70.63491821,77.17552948,32.70000076,18.0,14.70000076,26.23333359,24.89999962,26.63333321,24.81666565,1735,239,34,52.13426971,701,141,438,171,714472.7628,641050.0189,134.0,0.7162964940071106,3.0347778408325774,46.0,74.0,26.2,14.0,146.0,1
earthwork,-67.441,-9.8859,0.3865829,-0.11443384,-0.0593772108808662,25.42916679,10.6916666,71.27777863,79.44287872,32.29999924,17.29999924,15.0,25.76666641,24.35000038,26.11666679,24.26666641,1764,242,41,48.46830368,702,165,439,198,667801.8243,648547.4165,134.0,0.5828218460083008,2.160246899469287,47.0,88.0,30.211,12.769,164.0,1
earthwork,-67.059,-9.7832,0.4132038,-0.109839655,-0.0748020704000516,25.6875,10.64166641,72.39228821,74.28830719,32.5,17.79999924,14.70000076,25.95000076,24.70000076,26.38333321,24.61666679,1855,276,22,58.60563278,790,103,459,167,674600.0428,687245.7892,132.0,1.0032850503921509,4.374448818895779,43.0,76.0,35.1,12.0,180.0,1
earthwork,-67.06,-9.7447,0.34216222,-0.11393678,-0.0995844374849434,25.68333244,10.61666679,72.22221375,73.55682373,32.5,17.79999924,14.70000076,25.95000076,24.68333435,26.36666679,24.63333321,1846,279,21,59.89725876,796,99,449,164,670690.1984,690005.3009,132.0,0.0,1.3333333333333333,42.0,73.0,30.5,10.6,182.0,1
earthwork,-67.508,-10.0252,0.41437182,-0.11520988,-0.0773392492933052,25.52916718,10.4416666,70.55180359,81.83849335,32.29999924,17.5,14.79999924,25.88333321,24.39999962,26.23333359,24.35000038,1695,224,48,44.9213829,656,181,425,203,680056.7677,632245.178,135.0,2.0015017986297607,8.620962107231394,47.0,96.0,25.23,16.507,180.0,1
earthwork,-67.221,-10.064,0.4669629,-0.16426858,-0.1171407370764284,25.74166679,10.46666718,71.20181274,76.53974915,32.5,17.79999924,14.70000076,26.01666641,24.71666718,26.43333435,24.63333321,1759,246,34,52.51197433,717,139,440,179,695737.1518,653357.5028,135.0,0.8850294947624207,2.70801280154532,46.0,82.0,27.8,14.1,199.0,1
earthwork,-67.536,-9.767,0.4047924,-0.07995915,-0.0555509244594122,25.45416641,10.4416666,71.03173828,81.64387512,32.20000076,17.5,14.70000076,25.83333397,24.31666565,26.13333321,24.26666641,1757,243,41,49.325634,704,160,432,197,651979.9952,650143.6033,134.0,1.2966008186340332,4.109609335312651,48.0,88.0,28.8,11.9,157.0,1
earthwork,-66.958,-9.8859,0.2850924,-0.12485621,-0.0575435639690612,25.85833359,10.66666603,71.58837128,72.88951111,32.79999924,17.89999962,14.89999962,26.10000038,24.89999962,26.58333206,24.81666565,1833,269,23,58.46632767,777,102,459,163,689714.0378,688176.922,124.0,0.7343183159828186,4.47213595499958,45.0,65.0,35.0,12.2,164.0,1
earthwork,-67.423,-9.8977,0.44816357,-0.12314773,-0.0970110120608285,25.49166679,10.63333321,70.8888855,80.44856262,32.40000153,17.39999962,15.00000191,25.83333397,24.39999962,26.20000076,24.31666565,1753,243,40,49.54864883,704,158,433,194,670181.3759,648978.2036,134.0,1.5738862752914429,5.754225500544023,47.0,83.0,26.174664,13.511272,154.0,1
earthwork,-66.922,-10.1241,0.37414476,-0.10560626,-0.0767317259854573,26.02916718,10.29166698,71.96968842,71.10997772,32.70000076,18.39999962,14.30000114,26.25,25.08333397,26.71666718,25.01666641,1799,259,24,57.5867157,752,105,456,157,714904.4952,674667.0495,132.0,1.6521507501602173,3.4783279649994663,45.0,69.0,30.55,13.9,162.0,1
earthwork,-66.906,-10.0991,0.41988868,-0.11734621,-0.0839029447018043,26.04583359,10.32499981,72.20278931,71.74633026,32.70000076,18.39999962,14.30000114,26.26666641,25.08333397,26.73333359,25.03333282,1810,260,23,57.48678589,757,106,458,160,713562.4315,677601.1908,134.0,0.6000916957855225,2.408831487630903,43.0,74.0,33.7,14.1,153.0,1
earthwork,-67.811,-9.3238,0.34332424,-0.14316474,-0.1110157702458494,25.08749962,10.97500038,74.15541077,80.17381287,31.79999924,17.0,14.79999924,25.5,23.93333435,25.75,23.93333435,1910,269,35,54.84647369,783,138,596,194,595055.5314,665465.6535,135.0,0.4840313494205475,2.8588178511709272,45.0,75.0,28.7,13.6,166.0,1
earthwork,-66.496,-9.304,0.36308146,-0.10139344,-0.0766162387653707,25.875,10.53333378,74.70449066,62.06666183,32.5,18.39999962,14.10000038,26.04999924,25.05000114,26.5,25.0,1939,279,17,61.12970734,806,88,493,151,629382.1366,768837.9326,131.0,0.5873876214027405,1.685083432011669,43.0,76.0,26.55662,12.90898,170.0,1
earthwork,-66.512,-9.3093,0.36587787,-0.08573231,-0.0681176318175929,25.86249924,10.50833321,74.52718353,64.00016785,32.5,18.39999962,14.10000038,26.04999924,25.01666641,26.5,24.95000076,1936,280,17,61.41450119,808,87,492,150,631019.0904,767076.6331,131.0,0.77976393699646,3.583225665910567,45.0,77.0,30.741768,12.505848,140.0,1
earthwork,-67.273,-9.4724,0.24420974,-0.009570939,0.0043175399178752,25.5625,11.00833321,73.3888855,74.77619171,32.5,17.5,15.0,25.86666679,24.54999924,26.21666718,24.46666718,1975,314,21,62.62028122,876,96,453,177,633281.3452,693710.649,135.0,1.0499091148376465,3.7646831880217433,45.0,83.0,31.9,13.1,152.0,1
earthwork,-66.506,-9.3085,0.3509719,-0.084586315,-0.054932136472498,25.88333321,10.53333378,74.70449066,62.42569351,32.5,18.39999962,14.10000038,26.06666756,25.05000114,26.5,25.0,1935,280,17,61.3902626,807,87,492,150,630453.5952,767657.8255,130.0,1.3565857410430908,4.189935029992179,43.0,74.0,30.48948,13.17228,189.0,1
earthwork,-66.949,-9.1782,0.32916978,-0.09734635,-0.0888264472288327,25.625,10.69999981,74.82518005,67.80654907,32.29999924,18.0,14.29999924,25.86666679,24.70000076,26.25,24.64999962,1991,298,18,62.12952042,848,87,488,163,620239.2637,742285.994,129.0,0.9900546073913574,6.0,43.0,86.0,28.385696,11.19288,135.0,1
earthwork,-67.229,-9.014,0.30910656,-0.15071471,-0.098381034558404,25.52499962,10.98333359,75.22831726,70.01622772,32.29999924,17.70000076,14.59999847,25.79999924,24.54999924,26.14999962,24.51666641,2044,306,20,61.98688889,866,93,502,171,589605.1907,733792.5047,127.0,0.5197721719741821,4.163331998932265,41.0,80.0,38.8,12.7,169.0,1
earthwork,-67.188,-9.0444,0.32488066,-0.10116699,-0.0761152922744987,25.45000076,10.94999981,75.0,68.78822327,32.20000076,17.60000038,14.60000038,25.73333359,24.5,26.06666756,24.45000076,2052,304,21,61.53858948,867,95,504,175,594687.8337,734384.0246,130.0,1.101126194000244,4.573136806057353,43.0,85.0,32.6,13.3,137.0,1
earthwork,-67.283,-9.1285,0.28151625,-0.12006079,-0.0884703720716582,25.5,11.15000057,74.33332825,71.82684326,32.40000153,17.39999962,15.00000191,25.78333282,24.5,26.15000153,24.46666718,2050,306,22,61.15877151,871,98,500,178,598299.8066,720413.1697,132.0,1.2750895023345947,5.456901847914967,44.0,92.0,29.0,13.7,179.0,1
earthwork,-67.29,-9.4174,0.34702158,-0.08901148,-0.0555537432718969,25.48333359,10.89999962,73.64865112,73.68031311,32.29999924,17.5,14.79999924,25.78333282,24.46666718,26.13333321,24.41666603,2014,319,20,62.4797287,889,95,462,183,626944.3047,696716.1208,128.0,2.591787338256836,8.625257197811308,44.0,97.0,32.0,13.3,163.0,1
earthwork,-67.149,-9.1543,0.28563464,-0.11935728,-0.0760397089995234,25.60000038,11.14999962,74.83221436,70.25925446,32.5,17.60000038,14.89999962,25.88333321,24.63333321,26.23333359,24.58333397,2034,307,20,61.65716553,869,95,493,173,607518.1812,728477.2477,131.0,0.3708772957324981,4.594682917363407,42.0,92.0,35.4,14.1,204.0,1
earthwork,-66.534,-9.582,0.36590296,-0.09488041,-0.0623187269734263,26.03750038,10.65833282,73.5057373,65.9932785,32.90000153,18.39999962,14.50000191,26.20000076,25.18333244,26.71666718,25.10000038,1928,281,16,61.08517456,811,83,498,153,658061.9736,745560.8502,133.0,0.9567476511001588,4.4748956812449086,42.0,77.0,30.9,12.6,202.0,1
earthwork,-66.943,-9.1736,0.30800372,-0.30932897,-0.194828759355863,25.70833397,10.6833334,74.70861816,67.04251099,32.40000153,18.10000038,14.30000114,25.96666718,24.78333282,26.33333397,24.75,1979,297,18,62.38552094,846,87,480,165,620182.835,742606.6563,129.0,2.758787155151367,9.911958110295188,42.0,77.0,27.966944,11.71632,213.0,1
earthwork,-66.942,-9.1956,0.24278007,-0.15473646,-0.0948257291801301,25.62083244,10.6916666,74.24768829,68.63800049,32.29999924,17.89999962,14.39999962,25.88333321,24.68333244,26.25,24.63333321,1994,298,18,61.75930023,848,88,491,165,622347.9833,741233.9649,130.0,1.364741563796997,4.219297232454963,42.0,89.0,36.0,14.3,170.0,1
earthwork,-67.17,-9.06,0.39092377,-0.16291735,-0.1296603118715161,25.42916679,10.82499981,75.17362213,68.57172394,32.09999847,17.70000076,14.39999771,25.71666718,24.46666718,26.03333282,24.45000076,2018,303,20,62.58696747,863,91,489,169,597144.5064,734474.3985,129.0,1.0473403930664062,4.961580791503652,43.0,83.0,29.5,14.2,198.0,1
earthwork,-67.168,-9.6401,0.3902821,-0.08650964,-0.0847370162725228,25.58749962,10.74166679,72.5788269,75.0794754,32.40000153,17.60000038,14.80000114,25.88333321,24.56666756,26.26666641,24.5,1898,290,22,59.36535645,817,105,458,172,655077.7216,689088.077,136.0,0.5244191288948059,4.030746032715258,44.0,73.0,35.4,12.6,207.0,1
earthwork,-66.868,-9.7404,0.40383697,-0.1117158,-0.0812190515084996,25.96249962,10.64166641,72.88813019,70.48934174,32.79999924,18.20000076,14.59999847,26.18333435,25.03333282,26.63333321,24.95000076,1856,279,18,60.87693787,799,88,464,156,679645.6726,706187.0451,131.0,1.159205436706543,4.496912521077347,44.0,89.0,36.3,9.9,151.0,1
